SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.283879195,59,0,0.287714988,4069.0,8,0,1,0,0.0
0,0.0,58,1,494.0,,6,0,0,0,0.0
1,0.9999999,28,0,0.036973345,1162.0,2,0,0,0,1.0
0,0.9999999,49,1,0.169006893,3916.0,5,0,0,0,0.0
0,0.142352392,57,1,2.761477046,1001.0,6,0,1,0,2.0
0,1.091181603,70,0,0.76124422,4757.0,14,0,2,0,1.0
0,0.9999999,52,0,1062.0,,4,3,1,0,0.0
0,0.098369538,32,1,0.272183293,12700.0,12,0,1,1,1.0
0,0.9999999,60,5,0.952392288,4200.0,6,1,2,2,0.0
1,0.978007331,37,1,0.373320837,3200.0,8,1,0,0,0.0
0,0.239944001,61,0,0.491167921,13416.0,8,0,2,0,1.0
0,0.0,60,0,558.0,,6,0,1,0,0.0
0,0.008564714,64,0,0.193606723,18800.0,17,0,2,0,1.0
0,0.0,41,0,0.596219153,8833.0,14,0,4,0,1.0
0,0.019153961,49,0,0.201025979,33333.0,6,0,3,0,4.0
0,0.0,46,0,0.168433808,3300.0,4,0,0,0,2.0
0,0.020619835,73,0,372.0,,9,0,0,0,0.0
0,0.9999999,32,0,1193.0,,4,1,0,0,0.0
0,0.050925587,60,0,0.176877724,3900.0,8,1,0,0,2.0
0,0.450755076,66,0,7905.0,,13,0,4,0,0.0
0,0.0,40,0,0.0,4666.0,1,0,0,0,0.0
0,0.022981977,56,0,0.163069316,10516.0,11,0,1,0,0.0
0,0.593673302,46,1,0.671255368,7917.0,20,0,2,0,1.0
0,0.361839945,49,0,0.192733939,12000.0,9,0,1,0,1.0
0,0.158681181,64,0,0.413655192,7000.0,7,0,2,0,0.0
0,0.063433535,31,0,1197.0,,3,0,1,0,0.0
0,0.109193471,52,1,0.355980003,7800.0,10,1,1,0,0.0
0,0.465831632,80,0,0.255938697,2609.0,6,0,0,0,0.0
0,0.062945712,65,0,0.121428571,5459.0,4,0,1,0,0.0
0,0.248232139,29,1,0.603798734,3000.0,3,0,1,0,1.0
0,0.01349865,57,0,0.024861737,78111.0,9,0,2,0,0.0
0,0.333835882,51,0,1.184159938,2600.0,15,0,2,0,2.0
0,0.313242373,50,0,1.119507091,4300.0,13,0,2,0,2.0
0,0.501874787,46,0,0.305711786,8000.0,8,0,2,0,2.0
0,0.108100416,37,0,1347.0,,6,0,1,0,4.0
0,0.95030497,28,0,0.385576377,1760.0,10,0,0,0,0.0
0,0.359162631,24,0,0.108648414,2300.0,3,0,0,0,0.0
0,0.000948381,54,0,0.04486567,45000.0,9,0,3,0,0.0
1,0.9999999,29,1,0.0,5300.0,0,0,0,0,1.0
0,0.074228866,41,0,2.295881647,2500.0,16,0,7,0,0.0
0,0.11823528,45,0,5228.0,,4,0,2,0,0.0
0,0.0,55,0,0.0,8416.0,3,0,0,0,0.0
0,0.041665448,46,0,0.205349905,3700.0,6,0,1,0,0.0
0,0.04679883,46,0,0.802195568,4918.0,11,0,4,0,0.0
0,0.9999999,54,0,0.245094409,2700.0,3,0,0,0,0.0
0,0.0,24,1,0.0,820.0,1,0,0,0,0.0
0,0.196566953,66,0,0.979717813,1133.0,6,0,0,0,0.0
0,0.077340952,44,1,0.670938215,4369.0,11,0,2,0,1.0
0,0.719163334,38,0,0.078150521,7958.0,5,0,0,0,0.0
0,0.487782139,53,0,0.26171187,17033.0,9,0,3,0,1.0
0,0.07967013,62,1,0.274080658,9000.0,29,0,1,0,0.0
0,0.038711521,30,0,0.647784072,3000.0,4,0,1,0,0.0
1,0.0,45,2,0.084254144,2895.0,2,0,0,0,2.0
0,0.091514143,53,3,1647.0,,4,1,1,2,0.0
0,0.812187812,47,0,0.33092606,18000.0,6,0,4,0,3.0
0,0.950820697,56,1,0.662900849,14250.0,11,0,2,0,1.0
0,0.163142106,56,0,0.134621793,3000.0,5,0,1,0,0.0
0,0.066779705,47,0,0.110274153,11416.0,7,0,1,0,2.0
0,0.048279247,42,0,1293.0,,11,0,2,0,0.0
0,0.030088711,44,0,2784.0,,16,0,2,0,0.0
0,0.00922054,53,0,1577.0,,3,0,1,0,0.0
0,0.008542159,62,0,0.241903934,4600.0,5,0,1,0,0.0
0,0.578961489,76,0,0.842278564,3036.0,12,0,1,0,0.0
0,0.476576171,40,0,0.397273978,7996.0,5,0,2,0,1.0
0,0.007936613,49,0,0.124928629,8756.0,9,0,0,0,2.0
0,0.927516474,47,0,0.988924051,7583.0,9,0,6,0,3.0
0,0.165922272,42,1,0.105885026,4400.0,5,0,0,0,2.0
0,0.942588053,60,0,338.0,,14,0,0,0,
0,0.14552902,47,0,0.353797579,5700.0,20,0,1,0,0.0
0,0.074185163,52,0,590.0,,9,0,1,0,0.0
0,0.026130036,55,0,0.228825779,15950.0,18,0,2,0,0.0
0,0.552413771,43,1,0.433543791,6176.0,12,0,1,0,1.0
0,0.001518949,49,0,0.269297737,6891.0,5,0,1,0,1.0
0,0.0,42,0,0.25805316,5680.0,10,0,2,0,0.0
0,0.115721595,31,0,0.302024747,5333.0,12,0,2,0,0.0
1,0.123953206,54,2,0.96992596,13100.0,24,0,6,0,4.0
0,0.0,47,0,0.27837773,12500.0,6,0,2,0,2.0
0,0.220750629,63,0,0.507904337,7400.0,12,0,2,0,0.0
0,0.07501239,61,0,0.088961262,5833.0,4,0,1,0,1.0
0,0.02406012,76,0,1.419720187,1500.0,9,0,2,0,1.0
0,0.0,61,1,0.248152059,2840.0,10,0,0,0,0.0
0,0.556474706,46,0,0.598207618,6694.0,6,0,2,0,3.0
0,0.040673864,74,0,0.22513089,2100.0,4,0,1,0,0.0
0,0.014972272,75,0,0.006188512,6301.0,11,0,0,0,0.0
0,1.017853955,58,1,0.796340493,2513.0,9,0,1,0,0.0
0,0.543896875,63,0,0.481353326,2600.0,8,0,1,0,0.0
0,0.069546252,44,0,0.079168333,2500.0,7,0,0,0,2.0
0,0.793082818,47,0,0.503490691,6015.0,10,0,1,1,0.0
0,0.00179988,63,0,0.0,4500.0,4,0,0,0,2.0
0,0.692405755,58,1,0.629712546,11166.0,20,0,2,1,0.0
0,0.041259076,45,0,0.183635518,2150.0,6,0,0,0,3.0
0,0.290414742,31,0,0.356623245,5910.0,3,0,1,0,1.0
0,0.600126115,29,0,0.232245681,2083.0,4,0,0,0,0.0
0,0.006938931,59,0,0.097370137,4600.0,12,0,0,0,1.0
0,0.354327399,28,0,0.151539384,2500.0,4,0,0,0,1.0
0,0.378417867,60,0,0.542280838,3866.0,9,0,2,0,0.0
0,0.005865482,59,0,5909.0,,10,0,4,0,2.0
0,0.084383123,39,0,290.0,,2,0,0,0,0.0
0,0.359541199,31,2,0.424831849,5500.0,8,0,1,0,1.0
0,0.0,69,0,783.0,,7,0,2,0,0.0
1,0.498646374,61,0,0.215338603,4680.0,13,1,0,0,0.0
0,0.004405722,48,0,0.000465008,4300.0,4,0,0,0,0.0
0,0.035643388,80,0,0.147693948,3750.0,7,0,1,0,1.0
0,0.060541285,48,0,0.367868727,5240.0,6,0,1,0,2.0
0,0.462859697,63,0,0.27909759,5850.0,5,0,2,0,0.0
0,0.036906265,68,0,0.07870602,5996.0,12,0,1,0,0.0
0,0.137609462,49,0,0.429533892,7272.0,11,0,2,0,0.0
0,0.0,31,0,388.0,,2,0,1,0,0.0
0,0.281406354,67,0,0.616139586,1833.0,11,0,0,0,0.0
0,0.095416277,46,0,0.229738354,4700.0,5,0,1,0,0.0
0,0.9999999,72,1,0.462543322,3750.0,11,0,1,0,0.0
0,0.1541108,30,0,0.856699431,1932.0,11,0,0,0,0.0
1,0.056483498,40,1,0.507411908,4114.0,20,0,1,0,2.0
0,0.9999999,36,0,0.016419324,3166.0,0,0,0,0,0.0
0,0.015693188,56,0,2112.0,,7,0,2,0,0.0
0,0.007139369,54,0,0.121536004,18150.0,5,0,2,0,4.0
0,0.0,73,0,0.025603511,4100.0,7,0,0,0,0.0
0,0.01279488,65,0,0.324656393,4801.0,14,0,1,0,0.0
0,0.00646884,66,0,0.048756906,7239.0,23,0,0,0,0.0
0,0.048092692,44,0,0.288948069,8260.0,12,0,4,0,0.0
0,0.25163128,48,0,0.24240482,7800.0,10,0,1,0,0.0
0,0.9999999,46,0,1519.0,,1,2,1,0,0.0
0,0.0,68,0,0.344049823,5940.0,9,0,1,0,1.0
0,0.018164574,58,0,0.005580098,4300.0,10,0,0,0,0.0
0,0.672517218,41,0,0.217515469,2100.0,6,0,0,0,2.0
0,0.0,63,0,0.0,530.0,5,0,0,0,0.0
1,0.9999999,64,0,0.0,9000.0,0,0,0,0,0.0
0,0.218750368,65,0,0.542900676,10500.0,11,0,4,0,1.0
0,0.0,65,0,453.0,,5,0,0,0,1.0
0,0.952956684,48,0,0.367271037,8603.0,6,0,3,0,3.0
0,0.024271296,54,0,0.062250499,8015.0,18,0,0,0,0.0
0,0.482084329,36,2,1002.0,,6,0,0,0,0.0
0,0.087563364,82,0,0.00409959,10000.0,3,0,0,0,1.0
0,0.000596852,53,0,0.008658009,9932.0,9,0,0,0,0.0
0,0.997167139,35,0,0.537444934,3177.0,5,0,2,0,1.0
0,0.616054181,69,0,0.216801062,9796.0,9,0,0,0,1.0
0,0.623562336,56,0,0.545754199,6370.0,18,0,2,0,0.0
0,0.025062187,48,0,0.405711389,5917.0,12,0,2,0,3.0
0,0.246933886,44,0,1.149508039,8333.0,14,0,7,0,2.0
0,0.0,60,0,5368.0,,3,0,2,0,0.0
0,0.101515428,54,0,0.412517497,5000.0,9,0,2,0,0.0
0,0.063916697,49,0,0.382861714,10000.0,11,0,3,0,2.0
0,0.745169684,49,0,1.309005165,4452.0,3,0,1,0,0.0
0,0.026026968,33,0,0.184294872,3119.0,11,0,0,0,0.0
0,0.019887243,55,0,0.493494042,7300.0,18,0,2,0,2.0
0,0.953410982,41,0,0.011541073,1472.0,1,0,0,0,0.0
0,0.535193405,56,0,346.0,,8,0,0,0,0.0
0,0.037440036,38,0,1658.0,,8,0,1,0,0.0
0,0.9999999,61,0,0.386348487,7500.0,12,0,2,0,0.0
0,0.9999999,38,0,0.144834658,3900.0,1,0,0,0,3.0
0,0.214947849,45,0,0.34085213,5585.0,10,0,1,0,2.0
0,0.009897123,64,0,0.713701431,4400.0,14,0,2,0,1.0
0,0.0,51,0,0.326159538,22163.0,8,0,3,0,2.0
0,0.154839718,36,0,1828.0,,5,0,1,0,
0,0.022119056,78,0,0.095419484,10500.0,16,0,1,0,0.0
0,0.004128766,75,0,53.0,,4,0,0,0,
0,0.9999999,58,1,309.0,,5,0,0,0,0.0
0,0.427352899,43,0,0.500282965,7067.0,8,0,2,0,0.0
0,0.077228811,32,0,0.440429136,7083.0,13,0,2,0,0.0
0,0.0,48,0,0.0,,2,0,0,0,0.0
0,0.136350755,55,0,206.0,,6,0,0,0,0.0
0,0.001396781,103,0,1798.5,1.0,11,0,2,0,0.0
0,0.301585491,53,1,0.801351859,2662.0,15,0,2,1,1.0
0,0.233692029,38,0,0.174179968,5700.0,5,0,0,0,4.0
0,0.118601696,47,0,7.960199005,200.0,10,0,2,0,2.0
0,0.078541435,57,0,0.020326223,7969.0,8,0,0,0,0.0
1,0.9999999,51,0,0.003745318,1334.0,1,0,0,0,0.0
0,0.003071735,61,0,0.000970685,5150.0,9,0,0,0,1.0
1,0.958300914,37,0,0.454187087,9385.0,13,0,3,0,2.0
0,0.587206397,23,0,0.049939099,820.0,4,0,0,0,0.0
0,0.363342031,58,0,1.020408163,2400.0,10,0,1,0,0.0
0,0.009499683,70,0,8.0,,1,0,0,0,
0,0.026343011,56,0,70.0,,1,0,0,0,0.0
0,0.853829234,28,0,0.196168263,2400.0,3,0,0,0,0.0
0,0.089004461,66,0,761.0,,7,0,1,0,0.0
0,0.540306462,33,0,0.404016693,3833.0,4,0,1,0,0.0
0,0.878024395,51,0,0.237758831,4104.0,5,0,0,0,0.0
0,0.172924017,66,0,0.589343247,4034.0,14,0,2,0,0.0
0,0.055172852,76,0,3313.0,,4,0,1,0,0.0
0,0.991271227,50,0,1026.0,,3,0,1,0,0.0
0,0.0,68,0,1676.0,,7,0,2,0,0.0
0,0.041665448,46,0,1.604697651,2000.0,5,0,1,0,0.0
0,0.0,53,0,1840.0,,4,0,1,0,
0,0.041377086,88,0,0.339503484,4591.0,7,0,2,0,0.0
0,0.182108201,49,1,0.451818885,5167.0,28,0,1,0,2.0
0,0.357081804,53,0,0.54950007,7100.0,17,0,2,0,3.0
0,0.698762036,39,2,0.036499254,10054.0,3,0,0,0,3.0
0,1.077784443,40,3,0.183189655,2783.0,4,3,0,0,0.0
0,0.062143855,39,0,0.463014794,2500.0,6,0,0,0,2.0
1,0.537417139,38,1,2748.0,,5,3,1,3,0.0
0,0.288404149,51,0,0.359279402,5883.0,10,0,2,0,1.0
0,0.857232766,36,2,5195.0,,16,0,2,1,0.0
0,0.419373196,51,0,0.236705702,10417.0,8,0,2,0,3.0
0,0.017628324,59,0,0.001166472,6000.0,1,0,0,0,0.0
0,0.006354005,47,0,0.206820983,7300.0,10,0,1,0,0.0
0,0.0,51,0,0.0,6200.0,2,0,0,0,2.0
0,0.025813921,63,0,0.354299218,5500.0,17,0,2,0,1.0
0,0.112855258,64,0,0.307576329,2652.0,6,0,1,0,0.0
0,0.0,43,0,0.0,,3,0,0,0,
0,0.263473054,24,0,0.043304464,1500.0,3,0,0,0,0.0
0,0.117366095,43,0,0.828167482,3677.0,8,0,1,0,2.0
0,0.9999999,28,0,0.175412294,2000.0,1,0,0,0,0.0
0,0.052515791,82,0,0.094120784,7500.0,6,0,1,0,0.0
0,0.052655844,66,0,4389.0,,15,0,1,0,0.0
0,0.353697443,50,0,0.418619379,3157.0,16,0,1,0,0.0
1,1.201554692,27,3,0.264273504,2924.0,7,0,0,0,0.0
0,0.523356915,62,0,0.221117587,8750.0,10,0,1,0,0.0
0,0.395300057,51,0,0.658041752,3400.0,17,0,1,0,1.0
0,0.028280514,67,0,0.021956479,5100.0,6,0,0,0,0.0
0,0.048212574,38,1,0.293731041,3955.0,7,0,0,0,0.0
0,0.020684215,81,0,0.288888889,179.0,8,0,0,0,0.0
0,0.727267046,39,2,0.292958149,7000.0,9,0,1,0,2.0
0,0.635218841,58,0,6665.0,,17,0,3,0,0.0
0,0.886002886,33,0,0.664359329,6500.0,7,0,2,0,1.0
0,0.426187722,41,0,0.412698413,5417.0,7,0,1,1,4.0
0,0.004908868,85,0,0.000286999,10452.0,4,0,0,0,0.0
0,0.38220874,59,0,0.31359289,10350.0,8,0,2,0,3.0
0,0.070453117,28,0,0.178638351,1600.0,3,0,0,0,0.0
0,0.710993884,36,1,0.390777516,11883.0,8,0,1,0,3.0
0,0.0,57,0,0.220157493,24000.0,11,0,2,0,2.0
0,0.292411954,76,0,0.132238942,2192.0,5,0,0,0,0.0
0,0.00719928,31,0,0.408795963,4160.0,8,0,1,0,0.0
0,0.089676413,35,0,0.210866057,5576.0,2,0,1,0,0.0
0,0.031510123,46,1,0.006273764,5259.0,5,0,0,0,0.0
0,0.151445617,73,0,1.048173144,4296.0,11,0,2,0,0.0
1,0.9430539,60,0,0.337521956,7400.0,9,0,1,0,2.0
0,0.152442474,59,0,0.292005983,6016.0,6,0,2,0,0.0
0,0.025532482,72,0,22.0,,9,0,0,0,0.0
0,0.035142686,78,1,0.03996004,1000.0,9,0,0,0,0.0
0,0.242186449,44,0,0.375310777,9250.0,9,0,2,0,2.0
0,0.152021799,55,0,0.379814725,2050.0,9,0,1,0,0.0
0,0.0,62,0,1753.0,,11,0,1,0,0.0
0,0.225949961,32,0,0.334605113,2620.0,4,0,2,0,0.0
0,0.9999999,42,0,0.356657337,2500.0,5,0,0,0,0.0
0,0.083964915,55,0,0.283287285,17010.0,15,0,3,0,1.0
0,0.9999999,32,0,0.0,2460.0,0,1,0,0,1.0
0,0.005701885,79,0,4.0,,5,0,0,0,0.0
0,0.339005757,65,0,0.140857393,8000.0,14,0,1,0,0.0
0,0.003730773,53,0,0.326790972,8151.0,12,0,3,0,0.0
0,0.424155196,44,0,0.45225091,12083.0,11,0,3,0,2.0
0,0.415069635,60,0,0.64453125,4351.0,8,0,2,0,0.0
0,0.9999999,32,0,0.93722511,2500.0,9,0,1,0,0.0
0,0.023909947,63,0,1064.0,,8,0,1,0,
0,0.066143755,35,0,0.41551207,7000.0,8,0,2,0,4.0
0,0.019161476,51,0,0.587655074,9833.0,6,0,3,0,0.0
1,0.32733668,43,0,0.521534176,14000.0,10,0,2,0,3.0
0,0.039875696,43,0,0.414436035,10833.0,7,0,3,0,2.0
0,0.094468588,48,0,0.233153369,5000.0,6,0,1,0,2.0
0,0.861764164,35,0,0.432856714,10000.0,12,0,2,0,0.0
0,0.641374345,55,0,2256.0,,3,0,2,0,0.0
0,0.277682774,66,0,0.120631342,12417.0,10,0,1,0,0.0
0,0.640975449,50,0,0.3856024,6000.0,7,0,1,0,0.0
0,0.0,24,1,0.601156069,864.0,3,0,0,0,0.0
0,0.060321283,35,0,0.123309897,5546.0,8,0,0,0,0.0
0,0.9999999,27,0,0.064623584,1500.0,2,0,0,0,0.0
0,0.553629758,33,0,0.357559444,4457.0,10,0,1,0,0.0
0,0.420216445,34,0,0.427312775,4085.0,9,0,0,0,2.0
0,0.018540622,68,0,0.489640131,916.0,5,0,0,0,0.0
0,0.012553429,63,0,0.018392643,2500.0,10,0,0,0,0.0
0,0.136425708,33,1,0.550898204,500.0,7,0,0,0,0.0
0,0.0,39,0,0.275649267,11666.0,11,0,2,0,1.0
0,0.243978784,40,0,0.45697965,2800.0,8,0,2,0,0.0
0,0.32137673,84,2,0.183613753,4100.0,18,0,0,0,0.0
0,0.291440761,34,0,0.266369558,5833.0,5,0,1,0,1.0
0,0.024866114,73,0,33.0,,3,0,0,0,0.0
0,0.812923974,59,1,0.318296054,7957.0,10,0,1,0,1.0
0,0.9999999,55,1,0.307199647,9055.0,5,0,2,0,2.0
0,0.9999999,46,0,0.025177689,8300.0,3,0,1,0,2.0
0,0.9999999,50,0,0.0,2666.0,0,0,0,1,0.0
0,0.004478831,65,0,0.03912444,5801.0,12,0,1,0,0.0
0,0.0,71,0,0.02733073,10500.0,17,0,0,0,0.0
0,0.680541034,69,0,2304.0,,16,0,1,0,0.0
0,0.02311494,69,0,2076.0,,7,0,1,0,0.0
0,0.114170378,53,0,0.675639155,18500.0,18,0,8,0,2.0
0,0.996732528,60,0,0.602848101,7583.0,16,0,1,1,2.0
1,0.915867003,35,0,1457.0,,15,0,0,0,0.0
0,0.172436925,57,0,0.622603933,4016.0,19,0,1,0,2.0
0,0.0,47,0,0.412088529,8900.0,9,0,1,0,3.0
0,0.966953624,37,0,0.263360246,2600.0,6,0,0,0,3.0
0,0.947370758,56,0,0.161408601,13090.0,5,0,1,0,1.0
0,0.9999999,39,2,2002.0,,2,0,1,1,0.0
0,0.000841723,43,0,0.153688525,3415.0,13,0,2,0,0.0
0,0.270820502,44,0,0.587004061,3200.0,11,0,2,0,1.0
0,0.005856725,68,0,1586.0,,5,0,1,0,0.0
0,0.039236541,35,0,0.277244723,9900.0,14,0,1,0,1.0
0,0.429070538,40,0,307.0,,3,0,0,0,0.0
0,0.058573536,51,0,0.653875138,17250.0,13,0,4,0,0.0
0,0.005748274,35,0,0.446221511,2500.0,15,0,2,0,3.0
0,0.9999999,37,0,0.268503512,1850.0,2,0,0,0,0.0
0,0.301257727,63,0,1.534550196,2300.0,5,0,1,0,0.0
0,0.137699855,65,0,974.0,,10,0,1,0,0.0
0,0.030284464,31,0,0.475504899,5000.0,15,0,1,0,0.0
0,0.000763609,89,0,1.0,,5,0,0,0,0.0
0,0.0,56,0,0.268771471,6112.0,8,0,1,1,0.0
0,0.9999999,42,0,2336.0,,3,0,1,0,0.0
0,0.14801787,65,0,0.958619001,4083.0,14,0,6,0,0.0
0,0.233870458,47,0,2039.0,,11,0,0,0,1.0
0,0.489441052,65,0,0.257541133,4375.0,9,0,1,0,0.0
0,0.356521381,34,0,715.0,,8,0,0,0,0.0
0,0.033870766,41,0,0.294341132,5000.0,6,0,2,0,0.0
0,0.041078861,29,0,0.119078605,7683.0,5,0,0,0,1.0
1,0.792218319,49,1,0.680746863,3266.0,9,1,1,2,0.0
0,0.331210438,39,1,0.216556689,5000.0,8,0,0,0,4.0
0,0.005587124,37,0,0.094984169,6000.0,9,0,0,0,3.0
0,0.102034508,60,0,0.371271855,5833.0,10,0,1,0,1.0
0,0.2328918,50,0,0.491439149,2160.0,7,0,2,0,2.0
0,0.045232787,62,0,0.412298387,1983.0,34,1,1,0,0.0
1,0.893810429,47,6,0.238079323,8975.0,12,0,0,2,3.0
0,0.198937173,39,0,0.479152085,10000.0,4,0,2,0,1.0
0,0.327622111,42,0,0.413528824,3000.0,11,0,2,0,0.0
0,0.961807638,44,1,0.294234592,3520.0,6,0,1,0,2.0
0,0.162063966,51,0,0.400099994,16000.0,12,0,2,0,2.0
0,0.371838847,64,0,0.153925266,2916.0,3,0,0,0,0.0
0,0.110467661,38,1,0.202753634,13000.0,11,0,2,0,2.0
0,0.988839473,39,0,0.164106066,8786.0,4,0,0,0,4.0
0,1.015316326,55,1,0.31875,6879.0,6,0,1,0,1.0
0,0.25454909,75,0,0.802158273,1667.0,10,0,1,0,0.0
0,0.0,48,0,0.356382181,6666.0,6,0,2,0,1.0
0,0.201123048,34,0,0.071576334,7250.0,9,0,0,0,0.0
0,0.125262025,33,0,0.724219676,2530.0,7,0,1,0,2.0
0,0.9999999,35,1,0.489742241,1900.0,6,0,0,0,0.0
0,0.951592226,40,0,2045.0,,5,0,0,0,3.0
0,0.267577257,33,0,0.950041632,1200.0,6,0,1,0,1.0
1,0.9999999,43,1,0.489461358,1280.0,3,3,0,0,1.0
0,0.926974152,60,0,0.464430468,7154.0,14,0,2,0,1.0
0,0.319972003,50,0,0.900755913,4100.0,23,0,2,0,1.0
0,0.135757285,64,0,0.091323334,15800.0,8,0,1,0,0.0
0,0.10216761,39,0,0.448493619,7600.0,7,0,1,0,0.0
0,0.926799199,81,1,2110.0,,6,0,0,0,0.0
0,0.52794134,27,0,0.973008997,3000.0,12,0,2,0,1.0
0,0.082396317,45,0,0.110991813,7450.0,16,0,1,0,3.0
1,0.246468424,61,5,0.357107149,6000.0,24,0,1,0,0.0
0,0.018486223,50,1,0.136035264,8166.0,7,0,1,0,2.0
0,0.360355332,66,0,0.199707388,2733.0,4,0,0,0,0.0
0,0.035135831,41,0,0.380711302,7900.0,9,0,2,0,1.0
